DateTime, Sensor, Temperature (Celcius), Pressure (hPa)
2017-10-18 00:00:19 +0800, BMP280, 28.285959, 1014.256714
2017-10-18 00:00:49 +0800, BMP280, 28.275923, 1014.250854
2017-10-18 00:01:19 +0800, BMP280, 28.281944, 1014.250000
2017-10-18 00:01:49 +0800, BMP280, 28.282948, 1014.289917
2017-10-18 00:02:19 +0800, BMP280, 28.279938, 1014.235779
2017-10-18 00:02:49 +0800, BMP280, 28.281944, 1014.260925
2017-10-18 00:03:19 +0800, BMP280, 28.279938, 1014.230286
2017-10-18 00:03:49 +0800, BMP280, 28.280941, 1014.188293
2017-10-18 00:04:19 +0800, BMP280, 28.282948, 1014.229919
2017-10-18 00:04:49 +0800, BMP280, 28.279938, 1014.219360
2017-10-18 00:05:19 +0800, BMP280, 28.282948, 1014.229919
2017-10-18 00:05:49 +0800, BMP280, 28.286963, 1014.220154
2017-10-18 00:06:19 +0800, BMP280, 28.283953, 1014.215210
2017-10-18 00:06:49 +0800, BMP280, 28.277929, 1014.194275
2017-10-18 00:07:19 +0800, BMP280, 28.285959, 1014.202209
2017-10-18 00:07:49 +0800, BMP280, 28.285959, 1014.224060
2017-10-18 00:08:19 +0800, BMP280, 28.285959, 1014.218506
2017-10-18 00:08:49 +0800, BMP280, 28.285959, 1014.218567
2017-10-18 00:09:19 +0800, BMP280, 28.286963, 1014.231140
2017-10-18 00:09:49 +0800, BMP280, 28.283953, 1014.237000
2017-10-18 00:10:19 +0800, BMP280, 28.280941, 1014.221069
2017-10-18 00:10:49 +0800, BMP280, 28.286963, 1014.236572
2017-10-18 00:11:19 +0800, BMP280, 28.286963, 1014.209351
2017-10-18 00:11:49 +0800, BMP280, 28.288971, 1014.218018
2017-10-18 00:12:19 +0800, BMP280, 28.289974, 1014.159729
2017-10-18 00:12:49 +0800, BMP280, 28.282948, 1014.180786
2017-10-18 00:13:19 +0800, BMP280, 28.283953, 1014.193420
2017-10-18 00:13:49 +0800, BMP280, 28.283953, 1014.166138
2017-10-18 00:14:19 +0800, BMP280, 28.285959, 1014.207642
2017-10-18 00:14:49 +0800, BMP280, 28.289974, 1014.203308
2017-10-18 00:15:19 +0800, BMP280, 28.284956, 1014.216858
2017-10-18 00:15:49 +0800, BMP280, 28.282948, 1014.213562
2017-10-18 00:16:19 +0800, BMP280, 28.289974, 1014.219666
2017-10-18 00:16:49 +0800, BMP280, 28.280941, 1014.193726
2017-10-18 00:17:19 +0800, BMP280, 28.285959, 1014.174988
2017-10-18 00:17:49 +0800, BMP280, 28.287968, 1014.200073
2017-10-18 00:18:19 +0800, BMP280, 28.284956, 1014.205994
2017-10-18 00:18:50 +0800, BMP280, 28.288971, 1014.207214
2017-10-18 00:19:20 +0800, BMP280, 28.286963, 1014.182007
2017-10-18 00:19:50 +0800, BMP280, 28.285959, 1014.213074
2017-10-18 00:20:20 +0800, BMP280, 28.283953, 1014.237000
2017-10-18 00:20:50 +0800, BMP280, 28.286963, 1014.258362
2017-10-18 00:21:20 +0800, BMP280, 28.284956, 1014.211365
2017-10-18 00:21:50 +0800, BMP280, 28.286963, 1014.252991
2017-10-18 00:22:20 +0800, BMP280, 28.287968, 1014.254578
2017-10-18 00:22:50 +0800, BMP280, 28.288971, 1014.229004
2017-10-18 00:23:20 +0800, BMP280, 28.286963, 1014.242004
2017-10-18 00:23:50 +0800, BMP280, 28.287968, 1014.254517
2017-10-18 00:24:20 +0800, BMP280, 28.285959, 1014.245850
2017-10-18 00:24:50 +0800, BMP280, 28.287968, 1014.216370
2017-10-18 00:25:20 +0800, BMP280, 28.284956, 1014.178711
2017-10-18 00:25:50 +0800, BMP280, 28.288971, 1014.212646
2017-10-18 00:26:20 +0800, BMP280, 28.286963, 1014.214661
2017-10-18 00:26:50 +0800, BMP280, 28.289974, 1014.247009
2017-10-18 00:27:20 +0800, BMP280, 28.287968, 1014.221802
2017-10-18 00:27:50 +0800, BMP280, 28.290977, 1014.210510
2017-10-18 00:28:20 +0800, BMP280, 28.289974, 1014.214294
2017-10-18 00:28:50 +0800, BMP280, 28.290977, 1014.194092
2017-10-18 00:29:20 +0800, BMP280, 28.287968, 1014.227356
2017-10-18 00:29:50 +0800, BMP280, 28.289974, 1014.225281
2017-10-18 00:30:20 +0800, BMP280, 28.290977, 1014.183228
2017-10-18 00:30:50 +0800, BMP280, 28.288971, 1014.141663
2017-10-18 00:31:20 +0800, BMP280, 28.286963, 1014.138428
2017-10-18 00:31:50 +0800, BMP280, 28.292986, 1014.148376
2017-10-18 00:32:20 +0800, BMP280, 28.289974, 1014.105103
2017-10-18 00:32:50 +0800, BMP280, 28.290977, 1014.112366
2017-10-18 00:33:20 +0800, BMP280, 28.291983, 1014.108521
2017-10-18 00:33:50 +0800, BMP280, 28.285959, 1014.104004
2017-10-18 00:34:20 +0800, BMP280, 28.286963, 1014.089355
2017-10-18 00:34:50 +0800, BMP280, 28.287968, 1014.090942
2017-10-18 00:35:20 +0800, BMP280, 28.287968, 1014.047241
2017-10-18 00:35:50 +0800, BMP280, 28.285959, 1014.071350
2017-10-18 00:36:20 +0800, BMP280, 28.287968, 1014.058289
2017-10-18 00:36:50 +0800, BMP280, 28.286963, 1014.012939
2017-10-18 00:37:20 +0800, BMP280, 28.288971, 1014.027222
2017-10-18 00:37:50 +0800, BMP280, 28.285959, 1014.027649
2017-10-18 00:38:20 +0800, BMP280, 28.289974, 1014.017944
2017-10-18 00:38:50 +0800, BMP280, 28.288971, 1013.978088
2017-10-18 00:39:21 +0800, BMP280, 28.290977, 1013.986755
2017-10-18 00:39:51 +0800, BMP280, 28.286963, 1014.007446
