DateTime, Sensor, Temperature (Celcius), Relative Humidity (%)
2017-07-09 00:00:17 +0800, SHT71, 28.299999, 70.414543
2017-07-09 00:00:47 +0800, SHT71, 28.319996, 70.448273
2017-07-09 00:01:18 +0800, SHT71, 28.310001, 70.446442
2017-07-09 00:01:48 +0800, SHT71, 28.310001, 70.476509
2017-07-09 00:02:18 +0800, SHT71, 28.310001, 70.476509
2017-07-09 00:02:49 +0800, SHT71, 28.310001, 70.506569
2017-07-09 00:03:19 +0800, SHT71, 28.329998, 70.510231
2017-07-09 00:03:49 +0800, SHT71, 28.319996, 70.538452
2017-07-09 00:04:20 +0800, SHT71, 28.340000, 70.572174
2017-07-09 00:04:50 +0800, SHT71, 28.340000, 70.602226
2017-07-09 00:05:20 +0800, SHT71, 28.329998, 70.600395
2017-07-09 00:05:50 +0800, SHT71, 28.340000, 70.632278
2017-07-09 00:06:21 +0800, SHT71, 28.340000, 70.632278
2017-07-09 00:06:51 +0800, SHT71, 28.340000, 70.722420
2017-07-09 00:07:21 +0800, SHT71, 28.359997, 70.756119
2017-07-09 00:07:52 +0800, SHT71, 28.359997, 70.726089
2017-07-09 00:08:22 +0800, SHT71, 28.359997, 70.756119
2017-07-09 00:08:52 +0800, SHT71, 28.359997, 70.786163
2017-07-09 00:09:23 +0800, SHT71, 28.359997, 70.846222
2017-07-09 00:09:53 +0800, SHT71, 28.359997, 70.846222
2017-07-09 00:10:23 +0800, SHT71, 28.350002, 70.964470
2017-07-09 00:10:53 +0800, SHT71, 28.359997, 70.966316
2017-07-09 00:11:24 +0800, SHT71, 28.359997, 70.966316
2017-07-09 00:11:54 +0800, SHT71, 28.380001, 71.000023
2017-07-09 00:12:24 +0800, SHT71, 28.369999, 71.028191
2017-07-09 00:12:55 +0800, SHT71, 28.380001, 71.030037
2017-07-09 00:13:25 +0800, SHT71, 28.369999, 71.028191
2017-07-09 00:13:55 +0800, SHT71, 28.380001, 71.030037
2017-07-09 00:14:26 +0800, SHT71, 28.380001, 71.090042
