DateTime, Sensor, Temperature (Celcius), Pressure (hPa))
2017-05-12 00:00:29 +0800, BMP280, 26.747231, 1013.760376
2017-05-12 00:00:59 +0800, BMP280, 26.754257, 1013.799255
2017-05-12 00:01:29 +0800, BMP280, 26.756264, 1013.780823
2017-05-12 00:01:59 +0800, BMP280, 26.751245, 1013.772461
2017-05-12 00:02:29 +0800, BMP280, 26.751245, 1013.772522
2017-05-12 00:02:59 +0800, BMP280, 26.754257, 1013.782898
2017-05-12 00:03:29 +0800, BMP280, 26.753252, 1013.770386
2017-05-12 00:03:59 +0800, BMP280, 26.753252, 1013.775818
2017-05-12 00:04:29 +0800, BMP280, 26.755260, 1013.784546
2017-05-12 00:05:00 +0800, BMP280, 26.753252, 1013.765015
2017-05-12 00:05:30 +0800, BMP280, 26.761282, 1013.772949
2017-05-12 00:06:00 +0800, BMP280, 26.762287, 1013.763794
2017-05-12 00:06:30 +0800, BMP280, 26.756264, 1013.748169
2017-05-12 00:07:00 +0800, BMP280, 26.760279, 1013.771240
2017-05-12 00:07:30 +0800, BMP280, 26.749237, 1013.731018
2017-05-12 00:08:00 +0800, BMP280, 26.751245, 1013.739868
2017-05-12 00:08:30 +0800, BMP280, 26.752249, 1013.752502
2017-05-12 00:09:00 +0800, BMP280, 26.749237, 1013.741943
2017-05-12 00:09:30 +0800, BMP280, 26.750242, 1013.770874
2017-05-12 00:10:00 +0800, BMP280, 26.756264, 1013.748169
2017-05-12 00:10:30 +0800, BMP280, 26.756264, 1013.769958
2017-05-12 00:11:00 +0800, BMP280, 26.752249, 1013.725159
2017-05-12 00:11:30 +0800, BMP280, 26.746227, 1013.742371
2017-05-12 00:12:00 +0800, BMP280, 26.751245, 1013.739868
2017-05-12 00:12:30 +0800, BMP280, 26.748234, 1013.734863
2017-05-12 00:13:00 +0800, BMP280, 26.748234, 1013.751160
2017-05-12 00:13:30 +0800, BMP280, 26.752249, 1013.746948
2017-05-12 00:14:00 +0800, BMP280, 26.751245, 1013.739807
2017-05-12 00:14:30 +0800, BMP280, 26.754257, 1013.723022
2017-05-12 00:15:00 +0800, BMP280, 26.754257, 1013.733948
2017-05-12 00:15:30 +0800, BMP280, 26.752249, 1013.708923
2017-05-12 00:16:00 +0800, BMP280, 26.753252, 1013.721436
2017-05-12 00:16:30 +0800, BMP280, 26.744219, 1013.673706
2017-05-12 00:17:00 +0800, BMP280, 26.735186, 1013.674927
2017-05-12 00:17:30 +0800, BMP280, 26.736189, 1013.671204
2017-05-12 00:18:00 +0800, BMP280, 26.739201, 1013.632690
2017-05-12 00:18:30 +0800, BMP280, 26.737192, 1013.618469
2017-05-12 00:19:00 +0800, BMP280, 26.755260, 1013.621399
2017-05-12 00:19:30 +0800, BMP280, 26.744219, 1013.581177
2017-05-12 00:20:00 +0800, BMP280, 26.743216, 1013.574158
2017-05-12 00:20:30 +0800, BMP280, 26.741207, 1013.554321
2017-05-12 00:21:00 +0800, BMP280, 26.736189, 1013.545959
2017-05-12 00:21:30 +0800, BMP280, 26.737192, 1013.542236
2017-05-12 00:22:00 +0800, BMP280, 26.740204, 1013.574402
2017-05-12 00:22:30 +0800, BMP280, 26.745222, 1013.561096
2017-05-12 00:23:00 +0800, BMP280, 26.749237, 1013.540588
2017-05-12 00:23:30 +0800, BMP280, 26.752249, 1013.545715
2017-05-12 00:24:00 +0800, BMP280, 26.756264, 1013.557800
2017-05-12 00:24:30 +0800, BMP280, 26.764294, 1013.582092
2017-05-12 00:25:00 +0800, BMP280, 26.770315, 1013.554077
2017-05-12 00:25:31 +0800, BMP280, 26.781357, 1013.599670
2017-05-12 00:26:01 +0800, BMP280, 26.795410, 1013.552368
