DateTime, Sensor, Temperature (Celcius), Pressure (hPa)
2018-02-15 00:00:15 +0800, BMP280, 18.782009, 1018.583679
2018-02-15 00:00:45 +0800, BMP280, 18.781006, 1018.592712
2018-02-15 00:01:15 +0800, BMP280, 18.777994, 1018.571533
2018-02-15 00:01:45 +0800, BMP280, 18.780003, 1018.596436
2018-02-15 00:02:15 +0800, BMP280, 18.777994, 1018.550049
2018-02-15 00:02:45 +0800, BMP280, 18.774984, 1018.523499
2018-02-15 00:03:15 +0800, BMP280, 18.777994, 1018.544678
2018-02-15 00:03:45 +0800, BMP280, 18.775988, 1018.503662
2018-02-15 00:04:15 +0800, BMP280, 18.783012, 1018.499329
2018-02-15 00:04:45 +0800, BMP280, 18.778999, 1018.487244
2018-02-15 00:05:15 +0800, BMP280, 18.774984, 1018.496582
2018-02-15 00:05:45 +0800, BMP280, 18.773981, 1018.500366
2018-02-15 00:06:15 +0800, BMP280, 18.775988, 1018.535889
2018-02-15 00:06:45 +0800, BMP280, 18.773981, 1018.521790
2018-02-15 00:07:15 +0800, BMP280, 18.776991, 1018.521484
2018-02-15 00:07:45 +0800, BMP280, 18.768963, 1018.534729
2018-02-15 00:08:15 +0800, BMP280, 18.770969, 1018.522034
2018-02-15 00:08:45 +0800, BMP280, 18.777994, 1018.523193
2018-02-15 00:09:15 +0800, BMP280, 18.776991, 1018.510742
2018-02-15 00:09:45 +0800, BMP280, 18.781006, 1018.565796
2018-02-15 00:10:15 +0800, BMP280, 18.781006, 1018.533508
2018-02-15 00:10:45 +0800, BMP280, 18.783012, 1018.542358
2018-02-15 00:11:15 +0800, BMP280, 18.776991, 1018.575256
2018-02-15 00:11:45 +0800, BMP280, 18.773981, 1018.570129
2018-02-15 00:12:15 +0800, BMP280, 18.778999, 1018.567810
2018-02-15 00:12:45 +0800, BMP280, 18.781006, 1018.603394
2018-02-15 00:13:16 +0800, BMP280, 18.769966, 1018.595581
2018-02-15 00:13:46 +0800, BMP280, 18.771973, 1018.588257
2018-02-15 00:14:16 +0800, BMP280, 18.769966, 1018.584839
2018-02-15 00:14:46 +0800, BMP280, 18.760933, 1018.623230
2018-02-15 00:15:16 +0800, BMP280, 18.754911, 1018.607727
2018-02-15 00:15:46 +0800, BMP280, 18.756918, 1018.632629
2018-02-15 00:16:16 +0800, BMP280, 18.753908, 1018.611328
2018-02-15 00:16:46 +0800, BMP280, 18.746881, 1018.615540
2018-02-15 00:17:16 +0800, BMP280, 18.739857, 1018.636047
2018-02-15 00:17:46 +0800, BMP280, 18.742868, 1018.625061
2018-02-15 00:18:16 +0800, BMP280, 18.738853, 1018.666687
2018-02-15 00:18:46 +0800, BMP280, 18.729820, 1018.608398
2018-02-15 00:19:16 +0800, BMP280, 18.731829, 1018.681519
2018-02-15 00:19:46 +0800, BMP280, 18.730824, 1018.690613
2018-02-15 00:20:16 +0800, BMP280, 18.725805, 1018.655396
2018-02-15 00:20:46 +0800, BMP280, 18.724802, 1018.691284
2018-02-15 00:21:16 +0800, BMP280, 18.713762, 1018.667297
2018-02-15 00:21:46 +0800, BMP280, 18.710752, 1018.667603
2018-02-15 00:22:16 +0800, BMP280, 18.708744, 1018.680359
2018-02-15 00:22:46 +0800, BMP280, 18.709747, 1018.660461
2018-02-15 00:23:16 +0800, BMP280, 18.708744, 1018.648071
2018-02-15 00:23:46 +0800, BMP280, 18.710752, 1018.662231
2018-02-15 00:24:16 +0800, BMP280, 18.701719, 1018.646851
2018-02-15 00:24:46 +0800, BMP280, 18.706738, 1018.633911
2018-02-15 00:25:16 +0800, BMP280, 18.708744, 1018.653320
2018-02-15 00:25:46 +0800, BMP280, 18.709747, 1018.665833
2018-02-15 00:26:16 +0800, BMP280, 18.708744, 1018.637329
2018-02-15 00:26:46 +0800, BMP280, 18.709747, 1018.655151
2018-02-15 00:27:16 +0800, BMP280, 18.704729, 1018.651978
2018-02-15 00:27:46 +0800, BMP280, 18.705734, 1018.664429
2018-02-15 00:28:16 +0800, BMP280, 18.710752, 1018.667603
2018-02-15 00:28:46 +0800, BMP280, 18.710752, 1018.662292
2018-02-15 00:29:16 +0800, BMP280, 18.709747, 1018.665833
2018-02-15 00:29:46 +0800, BMP280, 18.710752, 1018.651428
2018-02-15 00:30:16 +0800, BMP280, 18.709747, 1018.665955
2018-02-15 00:30:48 +0800, BMP280, 18.705734, 1018.653687
2018-02-15 00:31:18 +0800, BMP280, 18.703726, 1018.666382
2018-02-15 00:31:48 +0800, BMP280, 18.708744, 1018.680237
2018-02-15 00:32:18 +0800, BMP280, 18.711756, 1018.663879
2018-02-15 00:32:48 +0800, BMP280, 18.698708, 1018.652405
2018-02-15 00:33:18 +0800, BMP280, 18.695698, 1018.658081
2018-02-15 00:33:48 +0800, BMP280, 18.698708, 1018.647095
2018-02-15 00:34:18 +0800, BMP280, 18.692686, 1018.631653
2018-02-15 00:34:48 +0800, BMP280, 18.691683, 1018.640625
2018-02-15 00:35:18 +0800, BMP280, 18.686665, 1018.653625
2018-02-15 00:35:48 +0800, BMP280, 18.683653, 1018.659241
2018-02-15 00:36:18 +0800, BMP280, 18.684656, 1018.644897
2018-02-15 00:36:49 +0800, BMP280, 18.682650, 1018.652161
2018-02-15 00:37:19 +0800, BMP280, 18.676628, 1018.631348
2018-02-15 00:37:49 +0800, BMP280, 18.680643, 1018.654175
2018-02-15 00:38:19 +0800, BMP280, 18.675625, 1018.635010
2018-02-15 00:38:49 +0800, BMP280, 18.670607, 1018.648010
