DateTime, Sensor, Temperature (Celcius), Pressure (hPa))
2017-05-21 00:00:01 +0800, BMP280, 25.369122, 1009.116394
2017-05-21 00:00:31 +0800, BMP280, 25.362097, 1009.115540
2017-05-21 00:01:01 +0800, BMP280, 25.368118, 1009.120178
2017-05-21 00:01:31 +0800, BMP280, 25.363100, 1009.128052
2017-05-21 00:02:01 +0800, BMP280, 25.363100, 1009.122620
2017-05-21 00:02:31 +0800, BMP280, 25.361094, 1009.108398
2017-05-21 00:03:01 +0800, BMP280, 25.361094, 1009.108398
2017-05-21 00:03:31 +0800, BMP280, 25.361094, 1009.124695
2017-05-21 00:04:01 +0800, BMP280, 25.357079, 1009.123413
2017-05-21 00:04:31 +0800, BMP280, 25.362097, 1009.120972
2017-05-21 00:05:01 +0800, BMP280, 25.360088, 1009.085022
2017-05-21 00:05:31 +0800, BMP280, 25.359085, 1009.067017
2017-05-21 00:06:01 +0800, BMP280, 25.357079, 1009.074524
2017-05-21 00:06:31 +0800, BMP280, 25.356073, 1009.089172
2017-05-21 00:07:01 +0800, BMP280, 25.360088, 1009.057922
2017-05-21 00:07:31 +0800, BMP280, 25.367115, 1009.085876
2017-05-21 00:08:01 +0800, BMP280, 25.362097, 1009.044922
2017-05-21 00:08:31 +0800, BMP280, 25.363100, 1009.095520
2017-05-21 00:09:01 +0800, BMP280, 25.360088, 1009.079590
2017-05-21 00:09:31 +0800, BMP280, 25.362097, 1009.077515
2017-05-21 00:10:01 +0800, BMP280, 25.362097, 1009.055786
2017-05-21 00:10:31 +0800, BMP280, 25.356073, 1009.051147
2017-05-21 00:11:01 +0800, BMP280, 25.369122, 1009.072998
2017-05-21 00:11:31 +0800, BMP280, 25.380163, 1009.037048
2017-05-21 00:12:01 +0800, BMP280, 25.383175, 1009.031250
2017-05-21 00:12:31 +0800, BMP280, 25.378157, 1009.017334
2017-05-21 00:13:01 +0800, BMP280, 25.381166, 1009.038696
2017-05-21 00:13:31 +0800, BMP280, 25.385181, 1009.050842
2017-05-21 00:14:01 +0800, BMP280, 25.387190, 1009.026978
2017-05-21 00:14:31 +0800, BMP280, 25.380163, 1009.026184
2017-05-21 00:15:01 +0800, BMP280, 25.379160, 1009.024475
2017-05-21 00:15:31 +0800, BMP280, 25.376148, 1009.014038
2017-05-21 00:16:02 +0800, BMP280, 25.381166, 1009.016907
2017-05-21 00:16:32 +0800, BMP280, 25.376148, 1009.003174
2017-05-21 00:17:02 +0800, BMP280, 25.371130, 1008.994812
2017-05-21 00:17:32 +0800, BMP280, 25.371130, 1009.000366
2017-05-21 00:18:02 +0800, BMP280, 25.360088, 1009.014404
2017-05-21 00:18:32 +0800, BMP280, 25.358082, 1008.983887
2017-05-21 00:19:02 +0800, BMP280, 25.360088, 1009.019836
2017-05-21 00:19:32 +0800, BMP280, 25.354067, 1009.015198
2017-05-21 00:20:02 +0800, BMP280, 25.349049, 1008.979736
2017-05-21 00:20:32 +0800, BMP280, 25.351055, 1008.972290
2017-05-21 00:21:02 +0800, BMP280, 25.345034, 1008.962280
2017-05-21 00:21:32 +0800, BMP280, 25.347040, 1008.971008
2017-05-21 00:22:02 +0800, BMP280, 25.345034, 1008.951355
2017-05-21 00:22:32 +0800, BMP280, 25.346037, 1008.925964
2017-05-21 00:23:02 +0800, BMP280, 25.349049, 1008.941833
2017-05-21 00:23:32 +0800, BMP280, 25.347040, 1008.938416
2017-05-21 00:24:02 +0800, BMP280, 25.339010, 1008.903381
2017-05-21 00:24:32 +0800, BMP280, 25.342022, 1008.924622
2017-05-21 00:25:02 +0800, BMP280, 25.346037, 1008.909607
2017-05-21 00:25:32 +0800, BMP280, 25.344030, 1008.884644
2017-05-21 00:26:02 +0800, BMP280, 25.347040, 1008.895081
2017-05-21 00:26:32 +0800, BMP280, 25.344030, 1008.857422
2017-05-21 00:27:02 +0800, BMP280, 25.344030, 1008.879211
2017-05-21 00:27:32 +0800, BMP280, 25.341019, 1008.852417
2017-05-21 00:28:02 +0800, BMP280, 25.346037, 1008.877014
2017-05-21 00:28:32 +0800, BMP280, 25.344030, 1008.868286
2017-05-21 00:29:02 +0800, BMP280, 25.343025, 1008.872009
2017-05-21 00:29:32 +0800, BMP280, 25.348045, 1008.875000
2017-05-21 00:30:02 +0800, BMP280, 25.339010, 1008.859985
2017-05-21 00:30:32 +0800, BMP280, 25.341019, 1008.857788
2017-05-21 00:31:02 +0800, BMP280, 25.341019, 1008.868774
2017-05-21 00:31:32 +0800, BMP280, 25.341019, 1008.901306
2017-05-21 00:32:02 +0800, BMP280, 25.333992, 1008.873352
2017-05-21 00:32:32 +0800, BMP280, 25.341019, 1008.863281
2017-05-21 00:33:02 +0800, BMP280, 25.337004, 1008.862183
2017-05-21 00:33:32 +0800, BMP280, 25.337004, 1008.872864
2017-05-21 00:34:02 +0800, BMP280, 25.331985, 1008.848328
2017-05-21 00:34:32 +0800, BMP280, 25.334997, 1008.847900
2017-05-21 00:35:02 +0800, BMP280, 25.332989, 1008.877136
2017-05-21 00:35:32 +0800, BMP280, 25.334997, 1008.891357
2017-05-21 00:36:02 +0800, BMP280, 25.333992, 1008.840881
2017-05-21 00:36:33 +0800, BMP280, 25.337004, 1008.862000
2017-05-21 00:37:03 +0800, BMP280, 25.331985, 1008.842834
2017-05-21 00:37:33 +0800, BMP280, 25.332989, 1008.860840
2017-05-21 00:38:03 +0800, BMP280, 25.332989, 1008.855408
2017-05-21 00:38:33 +0800, BMP280, 25.334997, 1008.853333
2017-05-21 00:39:03 +0800, BMP280, 25.330982, 1008.841187
2017-05-21 00:39:33 +0800, BMP280, 25.329977, 1008.839539
2017-05-21 00:40:03 +0800, BMP280, 25.337004, 1008.845825
2017-05-21 00:40:33 +0800, BMP280, 25.334997, 1008.815369
2017-05-21 00:41:03 +0800, BMP280, 25.331985, 1008.864563
2017-05-21 00:41:33 +0800, BMP280, 25.334997, 1008.842407
2017-05-21 00:42:03 +0800, BMP280, 25.339010, 1008.838257
2017-05-21 00:42:33 +0800, BMP280, 25.337004, 1008.862122
2017-05-21 00:43:03 +0800, BMP280, 25.332989, 1008.860840
2017-05-21 00:43:33 +0800, BMP280, 25.333992, 1008.819092
2017-05-21 00:44:03 +0800, BMP280, 25.338007, 1008.847412
2017-05-21 00:44:33 +0800, BMP280, 25.336000, 1008.822449
2017-05-21 00:45:03 +0800, BMP280, 25.330982, 1008.824951
2017-05-21 00:45:33 +0800, BMP280, 25.328974, 1008.843262
2017-05-21 00:46:03 +0800, BMP280, 25.330982, 1008.841248
2017-05-21 00:46:33 +0800, BMP280, 25.327971, 1008.825378
2017-05-21 00:47:03 +0800, BMP280, 25.327971, 1008.809082
